"id","name","alternative_name","country_name","is_active"
13983,"Azul","Azul Linhas Aéreas Brasileiras","Brazil","Y"
14061,"LSM Airlines","slowbird","Russia","Y"
14069,"Zapolyarie Airlines","Zapolyarye Airlines","Russia","Y"
14073,"Finlandian",NULL,"Finland","Y"
14094,"LionXpress","lionXpress","Cameroon","Y"
14109,"Nik Airways",NULL,"Saudi Arabia","N"
14118,"Genesis",NULL,"Pakistan","Y"
14388,"Congo Express",NULL,"Congo (Kinshasa)","Y"
14485,"Fly Dubai",NULL,"United Arab Emirates","Y"
14620,"Domenican Airlines","Domenican","Dominican Republic","Y"
14679,"ConneX European Airline",NULL,"Austria","Y"
14725,"Air Atlantic",NULL,"Canada","N"
14728,"Air Ops",NULL,"Sweden","N"
14849,"Aereonautica militare",NULL,"Italy","Y"
14858,"Kal Star Aviation",NULL,"Indonesia","Y"
14881,"LSM AIRLINES ","Russian. Yours Air Lines ","Russia","Y"
14921,"Aero Lloyd (YP)",NULL,"Germany","N"
15814,"UTair-Express",NULL,"Russia","Y"
15837,"Huaxia","HUAXIA","China","Y"
15867,"Zabaykalskii Airlines","Baikal Airlines","Russia","Y"
15887,"CBM America",NULL,"United States","Y"
15893,"Marysya Airlines","MARYSYA AIRLINES","Russia","Y"
15897,"N1",NULL,"Peru","Y"
15930,"Airlink (SAA)",NULL,"South Africa","Y"
15939,"Westfalia Express VA",NULL,"Germany","Y"
15953,"JobAir",NULL,"Czech Republic","Y"
15970,"Zuliana de Aviacion","Zuliana","Venezuela","N"
15975,"Black Stallion Airways",NULL,"United States","Y"
15984,"German International Air Lines","Germanair","Germany","Y"
15985,"TrasBrasil",NULL,"Brazil","Y"
15989,"TransBrasil Airlines",NULL,"Brazil","Y"
15999,"China SSS","Chunqiu Airlines","China","Y"
16025,"Nihon.jet",NULL,"Japan","N"
16084,"AIR INDOCHINE",NULL,"Vietnam","Y"
16093,"Transportes Aéreos Nacionales de Selva",NULL,"Peru","N"
16100,"Happy Air",NULL,"Thailand","Y"
16101,"Solar Air",NULL,"Thailand","Y"
16103,"Air Mekong",NULL,"Vietnam","Y"
16110,"Harbour Air (Priv)",NULL,"Canada","Y"
16116,"Air Hamburg (AHO)",NULL,"Germany","Y"
16120,"ZABAIKAL AIRLINES","ZABAIKAL ","Russia","Y"
16127,"TransHolding","Trans","Brazil","Y"
16130,"SUR Lineas Aereas",NULL,"Argentina","Y"
16131,"Aerolineas Africanas",NULL,"Guinea","Y"
16133,"Yeti Airways",NULL,"Nepal","Y"
16134,"Georgian Airlines",NULL,"Georgia","N"
16135,"Yellowstone Club Private Shuttle",NULL,"United States","Y"
16136,"Caucasus Airlines",NULL,"Georgia","Y"
16139,"Serbian Airlines",NULL,"Serbia","Y"
16149,"Windward Islands Airways",NULL,"Netherlands Antilles","Y"
16150,"TransHolding System",NULL,"Brazil","Y"
16151,"CCML Airlines",NULL,"Colombia","Y"
16197,"Air Charter International",NULL,"France","N"
16198,"Small Planet Airlines",NULL,"Lithuania","Y"
16234,"Fly Brasil","Fly Brasil","Brazil","Y"
16260,"AUOS","AUOS","United Kingdom","N"
16261,"CB Airways UK ( Interliging Flights )",NULL,"United Kingdom","Y"
16262,"Fly Colombia ( Interliging Flights )",NULL,"Colombia","Y"
16264,"Trans Pas Air",NULL,"United States","Y"
16273,"KMV",NULL,"Russia","Y"
16323,"Himalayan Airlines","Himalaya","Nepal","Y"
16327,"Indya Airline Group","Indya1","India","Y"
16329,"Sunwing",NULL,"Canada","Y"
16358,"Turkish Wings Domestic",NULL,"Turkey","Y"
16359,"Japan Regio",NULL,"Japan","Y"
16362,"OCEAN AIR CARGO",NULL,"India","Y"
16363,"Norte Lineas Aereas","NORTE","Argentina","Y"
16364,"Austral Brasil","Austral Brasil lineas aereas","Brazil","Y"
16373,"PEGASUS AIRLINES-",NULL,"Turkey","Y"
16399,"AirLiberté",NULL,"France","N"
16409,"Nihon.jet connect",NULL,"Kyrgyzstan","Y"
16415,"Camair-co",NULL,"Cameroon","Y"
16437,"Aerocontinente (Priv)",NULL,"Peru","N"
16459,"Sky Regional","Air Canada Express","Canada","Y"
16475,"TUR Avrupa Hava YollarÄ±","TUR European Airways","Turkey","N"
16487,"Cruzeiro do Sul Servicos Aereos",NULL,"Brazil","N"
16507,"LSM International ","Moskva-air","Russia","Y"
16508,"Baikotovitchestrian Airlines ",NULL,"American Samoa","Y"
16511,"Luchsh Airlines ","Air luch","Russia","Y"
16556,"ENTERair",NULL,"Poland","Y"
16570,"Zimbabwean Airlines",NULL,"Zimbabwe","N"
16585,"Air Cargo Germany",NULL,"Germany","Y"
16615,"Mongolian International Air Lines ","Mongol Air ","Mongolia","Y"
16616,"Alaniya Airlines","Алания","Russia","N"
16624,"Tway Airlines",NULL,"South Korea","Y"
16625,"Papillon Grand Canyon Helicopters",NULL,"United States","Y"
16628,"Jusur airways",NULL,"Egypt","Y"
16645,"NEXT Brasil","NEXT","Brazil","Y"
16660,"AeroWorld ","Sovet Air ","Russia","Y"
16671,"Cook Island Air",NULL,"Cook Islands","N"
16675,"US Africa Airways",NULL,"United States","N"
16695,"GNB Linhas Aereas",NULL,"Brazil","Y"
16702,"Usa Sky Cargo","USky","United States","Y"
16707,"Hankook Airline",NULL,"South Korea","Y"
16715,"Red Jet America",NULL,"United States","N"
16717,"REDjet",NULL,"Barbados","Y"
16719,"Hellenic Airways",NULL,"Greece","N"
16720,"Red Jet Andes",NULL,"Peru","Y"
16721,"Red Jet Canada",NULL,"Canada","Y"
16723,"Sprintair",NULL,"Poland","Y"
16724,"Red Jet Mexico",NULL,"Mexico","Y"
16725,"Marusya Airways","Marusya Air","Russia","Y"
16726,"Era Alaska",NULL,"United States","Y"
16728,"AirRussia","RussianConector","Russia","Y"
16735,"Hankook Air US",NULL,"United States","Y"
16738,"NEPC Airlines",NULL,"India","N"
16753,"Canadian World",NULL,"Canada","N"
16760,"Pim Air",NULL,"Netherlands","N"
16794,"Carpatair Flight Training",NULL,"Romania","Y"
16796,"I-Fly",NULL,"Russia","Y"
16798,"T.A.T",NULL,"France","N"
16804,"Compania de Aviacion Faucett",NULL,"Peru","N"
16808,"Kar-Air",NULL,"Finland","N"
16811,"Alinord",NULL,"Italy","N"
16825,"Pacific Express",NULL,"United States","N"
16826,"Whitejets",NULL,"Brazil","Y"
16837,"VickJet",NULL,"France","Y"
16844,"BVI Airways",NULL,"British Virgin Islands","Y"
16858,"Hamburg Airways",NULL,"Germany","Y"
16860,"Salsa d\\'Haiti",NULL,"Haiti","Y"
16867,"Zambezi Airlines (ZMA)",NULL,"Zambia","Y"
16868,"Kan Air",NULL,"Thailand","Y"
16881,"Air Cudlua","Air Cudlua","United Kingdom","Y"
16882,"Polet Airlines (Priv)",NULL,"Russia","Y"
16895,"Air Explore",NULL,"Slovakia","Y"
16900,"TROPICAL LINHAS AEREAS","TROPICAL","Brazil","N"
16901,"12 North",NULL,"India","Y"
16919,"Holidays Czech Airlines",NULL,"Czech Republic","Y"
16921,"Comtel Air",NULL,"Austria","Y"
16926,"Mint Airways",NULL,"Spain","Y"
16932,"Orbit Airlines","Orbit","United States","Y"
16939,"Air Bucharest",NULL,"Romania","Y"
16940,"AlbaStar",NULL,"Spain","Y"
16942,"Mauritania Airlines International",NULL,"Mauritania","Y"
16956,"MAT Airways",NULL,"Macedonia","Y"
16960,"Asian Wings Airways",NULL,"Burma","Y"
16963,"Air Arabia Egypt",NULL,"Egypt","Y"
16967,"Eagles Airlines",NULL,"Italy","Y"
16973,"YES Airways",NULL,"Poland","Y"
16975,"Alitalia Cityliner",NULL,"Italy","Y"
16983,"Direct Aero Services",NULL,"Romania","Y"
16985,"Medallion Air",NULL,"Romania","Y"
17022,"Orchid Airlines",NULL,"Australia","Y"
17023,"Asia Wings",NULL,"Kazakhstan","Y"
17026,"Georgian International Airlines",NULL,"Georgia","Y"
17027,"Air Batumi",NULL,"Georgia","Y"
17082,"Skywest Australia",NULL,"Australia","Y"
17083,"Nile Air",NULL,"Egypt","Y"
17086,"Feeder Airlines",NULL,"Sudan","Y"
17094,"Senegal Airlines",NULL,"Senegal","Y"
17095,"Fly 6ix",NULL,"Sierra Leone","Y"
17099,"Starbow Airlines",NULL,"Ghana","Y"
17115,"Copenhagen Express",NULL,"Denmark","Y"
17408,"BusinessAir",NULL,"Thailand","Y"
17519,"SENIC AIRLINES",NULL,"United States","Y"
17557,"Compass Airlines (Australia)","Southern Cross Airlines","Australia","N"
17563,"XOJET",NULL,"United States","Y"
17568,"Dexter (DXT)","Декстер авиатакси","Russia","N"
17571,"Sky Wing Pacific",NULL,"South Korea","Y"
17572,"Bateleur Air",NULL,"South Africa","Y"
17574,"Air Indus","Indus Airlines Pak","Pakistan","Y"
17575,"Samurai Airlines","Samurai Airlines (DUMMY)","Pakistan","N"
17614,"AirOne Continental","AirOne Continental","Slovakia","N"
17618,"AirOne Polska","AirOne Polska","Poland","N"
17628,"Orbit International Airlines",NULL,"United States","Y"
17629,"Orbit Regional Airlines",NULL,"United States","Y"
17630,"Orbit Atlantic Airways",NULL,"United States","Y"
17658,"Volotea",NULL,"Spain","Y"
17666,"Go Fly (United Kingdom)",NULL,"United Kingdom","N"
17675,"Peach Aviation",NULL,"Japan","Y"
17694,"Helitt Líneas Aéreas",NULL,"Spain","Y"
17695,"Russia State Transport","Federal State Budget Inst","Russia","Y"
17726,"Malaysia Wings",NULL,"Malaysia","Y"
17750,"Aviabus",NULL,"Russia","Y"
17780,"Michael Airlines","Javi","Puerto Rico","Y"
17786,"Korongo Airlines",NULL,"Congo (Kinshasa)","Y"
17794,"Indonesia Sky",NULL,"Indonesia","Y"
17822,"Pelangi ",NULL,"Malaysia","N"
17841,"Aws express",NULL,"United States","Y"
17859,"Southjet",NULL,"United States","Y"
17860,"Southjet connect",NULL,"United States","Y"
17861,"Air Cape",NULL,"South Africa","N"
17862,"Southjet cargo",NULL,"United States","Y"
17881,"Iberia Express",NULL,"Spain","Y"
17885,"Interjet (ABC Aerolineas)",NULL,"Mexico","Y"
17889,"AirOnix",NULL,"Ukraine","Y"
17890,"Nordic Global Airlines",NULL,"Finland","Y"
17891,"Scoot",NULL,"Singapore","Y"
17893,"Starling Airlines Spain",NULL,"Spain","N"
17909,"Hi Fly (5K)",NULL,"Portugal","Y"
17911,"China Northwest Airlines (WH)",NULL,"China","Y"
17935,"Zenith International Airline","Zenith","Thailand","Y"
17936,"Orbit Airlines Azerbaijan","Orbit Azerbaijan","Azerbaijan","Y"
17955,"Air Engiadina-BRN","Air Engiadina-BRN","Switzerland","N"
17963,"VG Airlines (IV)",NULL,"Belgium","N"
17989,"Air Alps Aviation (A6)",NULL,"Austria","Y"
18011,"Austrian Airtransport",NULL,"Austria","N"
18076,"Flying kangaroo Airline","Skippy","Australia","Y"
18083,"RusJet",NULL,"Russia","Y"
18118,"VietJet Air","VietJet","Vietnam","Y"
18140,"Spantax S.A.",NULL,"Spain","N"
18169,"Patriot Airways",NULL,"United States","Y"
18178,"Vision Airlines (V2)",NULL,"United States","Y"
18228,"Chicago Express (C8)","ATA Connection","United States","N"
18232,"BQB Lineas Aereas","Buquebus","Uruguay","Y"
18237,"AirAsia Japan",NULL,"Japan","Y"
18239,"Yellowtail",NULL,"United States","Y"
18241,"Royal Airways","Royal Inc.","United States","Y"
18252,"FlyHigh Airlines Ireland (FH)",NULL,"Ireland","Y"
18257,"Executive AirShare",NULL,"United States","Y"
18475,"Hebei Airlines",NULL,"China","Y"
18476,"Air KBZ",NULL,"Burma","Y"
18477,"Aero VIP (2D)",NULL,"Portugal","Y"
18497,"Yangon Airways Ltd.",NULL,"Burma","Y"
18529,"T.J. Air",NULL,"United States","Y"
18543,"SkyWork Airlines ",NULL,"Switzerland","Y"
18545,"ValueJet",NULL,"United States","N"
18553,"Maastricht Airlines",NULL,"Netherlands","Y"
18592,"CheapFlyingInternational","CheapFlying","France","N"
18616,"Aviaexpresscruise",NULL,"Russia","N"
18617,"Euro Jet",NULL,"Germany","Y"
18621,"Ukraine Atlantic",NULL,"Ukraine","Y"
18637,"AirOne Atlantic","AirOneAtlantic","Slovakia","N"
18643,"HQ- Business Express",NULL,"United States","N"
18668,"Nesma Airlines",NULL,"Egypt","Y"
18672,"East Horizon",NULL,"Afghanistan","Y"
18673,"Royal Southern Airlines.","Royal Southern","Colombia","N"
18676,"Air Majoro",NULL,"Peru","Y"
18681,"Fly Zoom",NULL,"United Kingdom","N"
18692,"Rotana Jet",NULL,"United Arab Emirates","Y"
18700,"SOCHI AIR CHATER","Sochi Air ","Russia","Y"
18702,"Denim Air ","FlyNonstop","Norway","Y"
18722,"WestAir",NULL,"United States","N"
18723,"WestAir Airlines",NULL,"United States","N"
18724,"WestAir Airlines ",NULL,"United States","N"
18727,"North Pacific Airlines",NULL,"United States","N"
18732,"Malindo Air",NULL,"Malaysia","Y"
18749,"Tramm Airlines","Tramm Airlines","Netherlands Antilles","N"
18762,"Lina Congo",NULL,"Congo (Brazzaville)","N"
18781,"Hermes Airlines",NULL,"Greece","Y"
18825,"Flightlink Tanzania","Flightlink","Tanzania","Y"
18828,"IzAvia",NULL,"Russia","Y"
18860,"Катэкавиа",NULL,"Russia","Y"
18863,"Псковавиа","Псков Авиа","Russia","Y"
18896,"3 Valleys Airlines",NULL,"France","N"
18930,"Maryland Air","Maryland","United States","Y"
18944,"Insel Air (7I/INC) (Priv)",NULL,"Netherlands Antilles","Y"
18946,"VivaColombia",NULL,"Colombia","Y"
18952,"Flybe Finland Oy",NULL,"Finland","Y"
18959,"Bingo Airways","Bingo","Poland","Y"
19007,"Bluebird Airways (BZ)",NULL,"Greece","Y"
19016,"Apache Air","Apache","United States","Y"
19025,"Taunus Air Gmbh",NULL,"Germany","N"
19026,"MHS Aviation GmbH",NULL,"Germany","Y"
19030,"Jettor Airlines","Jettor","Hong Kong","Y"
19204,"Eastern Atlantic Charters",NULL,"United States","N"
19208,"GoDutch",NULL,"Netherlands","N"
19215,"Flyme (VP)",NULL,"Maldives","Y"
19225,"Thai Lion Air",NULL,"Thailand","Y"
19231,"Deutsche Luftverkehrsgesellschaft",NULL,"Germany","N"
19232,"Nürnberger Flugdienst",NULL,"Germany","N"
19244,"Golden Myanmar Airlines",NULL,"Burma","Y"
19262,"ViznAir",NULL,"United States","N"
19276,"Canaryfly",NULL,"Spain","Y"
19280,"Sunrise Airways",NULL,"Haiti","Y"
19287,"National Air Cargo",NULL,"United States","Y"
19290,"Eastern Atlantic Virtual Airlines",NULL,"United States","Y"
19305,"Citilink Indonesia",NULL,"Indonesia","Y"
19317,"Gulisano airways",NULL,"Italy","N"
19337,"Transair",NULL,"Canada","Y"
19350,"Comfort Express Virtual Charters Albany",NULL,"United States","Y"
19351,"Comfort Express Virtual Charters",NULL,"United States","Y"
19358,"Caribbean Wings",NULL,"Turks and Caicos Islands","N"
19359,"FLYJET",NULL,"Poland","Y"
19361,"Snowbird Airlines",NULL,"Finland","Y"
19363,"Russkie Krylya",NULL,"Russia","Y"
19367,"Kharkiv Airlines",NULL,"Ukraine","Y"
19423,"Key Air",NULL,"United States","N"
19433,"XAIR USA",NULL,"United States","Y"
19451,"Air Costa",NULL,"India","Y"
19459,"Simrik Airlines",NULL,"Nepal","Y"
19465,"Global Freightways",NULL,"United States","N"
19473,"XPTO","XPTO  ","Portugal","Y"
19474,"Royal Flight",NULL,"Russia","Y"
19525,"BBN-Airways","BlackBurn","United Kingdom","Y"
19531,"Tomsk-Avia",NULL,"Russia","Y"
19538,"Vintage Props and Jets",NULL,"United States","N"
19541,"Malawian Airlines",NULL,"Malawi","Y"
19548,"Yeti Airlines ",NULL,"Nepal","Y"
19567,"Avilu","Avilu' SA","Switzerland","Y"
19582,"Air Serbia","\N","Serbia","Y"
19599,"Skyline Ulasim Ticaret A.S.","Skyline Ulasim Ticaret A.S.","Turkey","Y"
19610,"Air Lituanica","Air Lituanica","Lithuania","Y"
19619,"Envoy Air",NULL,"United States","Y"
19651,"CARICOM AIRWAYS (BARBADOS) INC.","CARICOM AIRWAYS","Barbados","Y"
19674,"Rainbow Air (RAI)","Rainbow Air (RAI)","United States","Y"
19675,"Rainbow Air Canada","Rainbow Air CAN","Canada","Y"
19676,"Rainbow Air Polynesia","Rainbow Air POL","United States","Y"
19677,"Rainbow Air Euro","Rainbow Air EU","United Kingdom","Y"
19678,"Rainbow Air US","Rainbow Air US","United States","Y"
19745,"Transilvania",NULL,"Romania","Y"
19751,"Dobrolet","Добролёт","Russia","Y"
19774,"Spike Airlines","Aero Spike","United States","Y"
19776,"Grand Cru Airlines",NULL,"Lithuania","Y"
19785,"Go2Sky",NULL,"Slovakia","Y"
19803,"All Argentina","All Argentina","Argentina","Y"
19804,"All America","All America","United States","Y"
19805,"All Asia","All Asia","China","Y"
19806,"All Africa","All Africa","South Africa","Y"
19807,"Regionalia México","Regionalia México","Mexico","Y"
19808,"All Europe","All Europe","United Kingdom","Y"
19809,"All Spain","All Spain","Spain","Y"
19810,"Regional Air Iceland","Regional Air Iceland","Iceland","Y"
19811,"British Air Ferries",NULL,"United Kingdom","N"
19812,"Voestar","Voestar Brasil","Brazil","Y"
19813,"All Colombia","All Colombia","Colombia","Y"
19814,"Regionalia Uruguay","Regionalia Uruguay","Uruguay","Y"
19815,"Regionalia Venezuela","Regionalia Venezuela","Venezuela","Y"
19827,"Regionalia Chile","Regionalia Chile","Chile","Y"
19828,"Vuela Cuba","Vuela Cuba","Cuba","Y"
19830,"All Australia","All Australia","Australia","Y"
19831,"Fly Europa",NULL,"Spain","Y"
19834,"FlyPortugal",NULL,"Portugal","Y"
19845,"FTI Fluggesellschaft",NULL,"Germany","N"
19886,"Spring Airlines Japan",NULL,"Japan","Y"
19890,"Dense Airways",NULL,"United States","Y"
19891,"Dense Connection",NULL,"United States","Y"
19908,"Vuola Italia","Vuola Italia","Italy","Y"
19917,"Jet Suite",NULL,"United States","Y"
19923,"Fly Jamaica Airways",NULL,"Jamaica","Y"
19927,"Island Express Air",NULL,"Canada","Y"
19928,"All Argentina Express","All Argentina Express","Argentina","Y"
19930,"Thai Smile Airways","THAI Smile","Thailand","Y"
19944,"International AirLink",NULL,"Jamaica","Y"
19963,"Real Tonga",NULL,"Tonga","Y"
19970,"All America AR","All America Argentina","Argentina","Y"
19971,"All America CL","All America Chile","Chile","Y"
19974,"SOCHI AIR EXPRESS","ADLER EXPRESS","Russia","Y"
19977,"All America BR","All America Brasil","Brazil","Y"
19979,"FRA Air",NULL,"Germany","N"
19983,"Royal",NULL,"Canada","N"
19986,"GREAT LAKES (GX)",NULL,"Canada","N"
20004,"Volotea Costa Rica","Volotea Costa Rica","Costa Rica","Y"
20017,"Fly Romania",NULL,"Romania","Y"
20047,"Eagle Atlantic Airlines",NULL,"Ghana","Y"
20051,"Fly Africa Zimbabwe","Zimbabwe flyafrica.com","Zimbabwe","Y"
20060,"San Dima Air","(Cyber Airlines) Not Real","United States","Y"
20073,"All America CO","All America Colombia","Colombia","Y"
20074,"All America MX","All America México","Mexico","Y"
20110,"FOX Linhas Aereas",NULL,"Brazil","Y"
20124,"Wings of England",NULL,"United Kingdom","N"
20127,"Air Kenya (Priv)",NULL,"Kenya","Y"
20144,"Via Conectia Airlines","Via Conectia","Uruguay","Y"
20155,"Hebradran Air Services",NULL,"United Kingdom","Y"
20158,"Pobeda",NULL,"Russia","Y"
20160,"City Airways",NULL,"Thailand","Y"
20170,"Norwegian Long Haul AS",NULL,"Norway","Y"
20186,"BA101",NULL,"United Kingdom","Y"
20207,"TransNusa Air",NULL,"Indonesia","Y"
20218,"Tomp Airlines","Tomp Airlines","Chile","Y"
20220,"Fuzhou Airlines",NULL,"China","Y"
20221,"Sky Angkor Airlines (ZA)",NULL,"Cambodia","Y"
20222,"OneJet",NULL,"United States","Y"
20224,"Global Airlines","Global Airlines","Argentina","Y"
20225,"Mann Yadanarpon Airlines",NULL,"Burma","Y"
20261,"International Flying Service","IFS","Italy","N"
20264,"Air Vistara","Tata SIA Airlines","India","Y"
20268,"TransRussiaAirlines","TransRus","Russia","Y"
20270,"Severstal Air Company",NULL,"Russia","Y"
20282,"REXAIR VIRTUEL",NULL,"France","Y"
20285,"WestJet Encore","Encore","Canada","Y"
20286,"Air Pegasus",NULL,"India","Y"
20288,"International Europe","International","Spain","Y"
20293,"Sky Regional Airlines",NULL,"Canada","Y"
20401,"V Air","V Air Taiwan","Taiwan","Y"
20415,"Cello Aviation",NULL,"United Kingdom","Y"
20438,"Naka Nihon Airlines Service",NULL,"Japan","N"
20478,"Pouya Air",NULL,"Iran","Y"
20548,"Islands Express",NULL,"United States","N"
20549,"Atlantic Air Services",NULL,"United States","N"
20565,"Boutique Air (Priv)",NULL,"United States","Y"
20566,"FlyEgypt","FlyEgypt","Egypt","Y"
20577,"VOLOTEA Airways",NULL,"Spain","Y"
20580,"Aguilar Connect",NULL,"Chile","N"
20589,"ROYAL BRITAIN","Flying Brits","United Kingdom","N"
20599,"INAVIA Internacional","Internacional","Argentina","Y"
20607,"Liberty Airways",NULL,"United States","Y"
20608,"Аэросервис",NULL,"Russia","Y"
20653,"Aeronautica Militare",NULL,"Italy","Y"
20657,"Bassaka airlines",NULL,"Cambodia","Y"
20675,"Jetstar Japan ",NULL,"Japan","Y"
20686,"SkyBahamas Airlines",NULL,"Bahamas","Y"
20695,"UVT Aero",NULL,"Russia","Y"
20698,"First Flying",NULL,"Japan","Y"
20710,"Silver Airways (3M)",NULL,"United States","Y"
20716,"AtlasGlobal Ukraine",NULL,"Ukraine","Y"
20725,"Boliviana de Aviacion (OB)","BoA","Bolivia","Y"
20726,"US-Bangla Airlines",NULL,"Bangladesh","Y"
20729,"Norwegian Air International (D8)",NULL,"Norway","Y"
20752,"ATA Airlines (Iran)","هواپیمایی آتا","Iran","Y"
20769,"VIA Líneas Aéreas","VIA","Argentina","Y"
20777,"Palair Macedonia",NULL,"Macedonia","N"
20788,"Palair Macedonia (3D)",NULL,"Macedonia","N"
20802,"GermanXL",NULL,"Germany","Y"
20808,"Alghanim",NULL,"United States","Y"
20824,"Indonesa Air Aisa X",NULL,"Indonesia","Y"
20827,"Fly France","Fly France","France","Y"
20875,"Jota Aviation",NULL,"United Kingdom","Y"
20881,"Europe Jet","Europe Jet","France","Y"
20923,"COBALT","COBALT","Cyprus","Y"
20931,"Southern Airways Express","Sun Air Express","United States","Y"
